Name,Team,PA,Damage/BBE,Pulled FB (%),90th Pctile EV,Max EV,SEAGER,Selectivity (%),Hittable Pitch Take (%),Chase (%),Z-Contact (%),Zone (%),Z-Swing (%),Whiff vs. Secondaries (%)
Andrew Velazquez,TEX,2,,,,,33.3,33.3,0.0,60.0,100.0,37.5,100.0,50.0
Orlando Arcia,MIN,60,14.8,8.3,99.4,106.9,33.2,55.6,22.3,36.0,87.3,47.0,70.3,18.2
Casey Schmitt,SF,285,30.4,16.9,104.8,112.3,33.1,54.5,21.4,36.4,90.1,49.3,70.9,31.3
Mickey Moniak,COL,172,29.8,15.8,105.4,109.1,33.1,52.0,18.9,41.3,87.0,47.9,76.6,32.3
Adam Frazier,LAA,102,7.1,11.9,96.8,104.1,33.1,56.1,23.1,32.4,88.0,49.8,68.3,39.0
Jo Adell,LAA,323,37.1,19.6,108.4,114.9,33.1,53.0,19.9,38.9,86.3,46.3,76.3,32.8
Cole Carrigg,COL,38,37.5,12.5,102.4,107.4,33.1,57.8,24.6,42.7,93.3,41.4,71.4,36.7
Jesus Rodriguez,SF,47,9.5,13.5,100.6,104.4,33.0,55.0,22.1,30.3,86.8,50.3,68.8,22.6
Ryan Bliss,SEA,17,0.0,10.0,100.4,100.5,32.9,49.1,16.1,35.3,71.4,52.1,75.7,50.0
Thomas Saggese,STL,89,38.9,12.7,104.9,109.7,32.8,55.7,22.9,36.3,80.2,45.9,73.8,28.7
Andrew Vaughn,MIL,121,24.2,12.6,102.9,109.3,32.8,61.0,28.2,22.6,88.8,49.7,61.5,22.5
Eric Haase,SF,59,31.0,19.5,103.4,106.5,32.7,56.9,24.3,34.8,80.3,47.4,70.3,50.0
Gabriel Moreno,AZ,198,34.0,22.3,103.6,110.2,32.7,63.1,30.4,32.7,91.5,47.0,54.1,20.0
Bo Bichette,NYM,332,36.1,17.8,105.4,114.9,32.5,56.7,24.2,39.8,92.9,45.9,68.7,22.7
Cam Smith,HOU,288,37.0,17.3,107.5,114.7,32.5,58.9,26.4,28.7,82.3,48.0,66.4,46.6
Hunter Feduccia,TB,104,23.3,20.7,103.3,107.2,32.5,58.8,26.4,25.9,77.9,49.4,64.5,33.3
Oswald Peraza,LAA,234,30.3,10.3,104.7,110.3,32.4,53.9,21.5,37.4,85.4,47.7,74.9,35.4
Sal Frelick,MIL,256,9.7,12.0,102.4,107.2,32.4,60.4,28.0,23.5,95.3,50.6,60.5,11.4
Jacob Gonzalez,CWS,49,36.8,14.3,106.1,109.6,32.3,55.6,23.3,31.0,89.9,50.7,67.0,23.4
Jake Rogers,DET,74,32.4,13.6,101.5,106.2,32.3,62.3,30.0,27.6,82.1,48.6,58.3,38.1
Jose Fernandez,AZ,177,26.9,14.7,104.5,111.5,32.3,60.9,28.7,36.9,86.9,47.2,58.8,32.5
Otto Lopez,MIA,321,32.5,16.9,105.6,112.8,32.3,59.0,26.8,35.6,92.2,48.6,62.1,28.1
Tyler Callihan,PIT,40,25.0,9.1,101.4,107.3,32.2,52.2,20.0,30.0,80.3,50.0,76.2,22.5
Isiah Kiner-Falefa,BOS,140,8.8,15.1,100.2,109.0,32.2,60.0,27.8,33.7,91.5,46.6,64.3,25.8
Justin Foscue,TEX,85,21.4,19.6,103.2,106.9,32.1,60.5,28.4,31.0,87.1,50.0,60.0,27.3
Vaughn Grissom,LAA,159,34.1,18.5,103.6,108.6,32.1,58.5,26.3,25.0,89.9,51.7,64.8,20.1
Chase Meidroth,CWS,309,18.5,15.7,100.8,107.7,32.1,61.7,29.7,27.4,86.8,50.6,54.3,27.6
Weston Wilson,BAL,50,33.3,24.1,103.9,110.3,32.1,59.6,27.5,27.0,83.3,48.6,62.9,40.5
Brady House,WSH,183,37.7,11.0,106.1,113.4,32.1,56.2,24.1,33.7,77.8,47.5,72.7,34.2
Jose Siri,LAA,58,29.6,17.1,105.8,107.4,32.0,54.5,22.6,44.4,70.1,44.8,70.5,48.2
Ryan McMahon,NYY,202,39.3,21.8,105.6,110.5,32.0,57.8,25.8,30.0,83.9,49.4,63.0,39.1
Blake Perkins,MIL,86,13.9,25.0,101.2,106.4,32.0,60.9,28.9,30.1,80.6,47.6,58.0,24.6
Jake McCarthy,COL,221,14.2,14.7,101.5,107.4,31.9,54.4,22.4,36.3,84.6,47.2,74.8,35.3
Bryce Teodosio,LAA,60,10.5,22.2,100.4,107.2,31.9,52.8,20.8,35.2,70.3,49.3,72.5,40.0
Parker Meadows,DET,45,11.1,18.8,99.4,107.8,31.9,60.0,28.1,28.0,89.3,47.8,65.9,25.6
Kody Clemens,MIN,247,35.4,19.8,105.0,108.2,31.8,57.5,25.8,30.9,84.2,48.8,67.0,23.7
Matt Shaw,CHC,133,18.2,20.6,101.2,107.9,31.8,59.9,28.1,35.7,89.4,48.1,62.6,21.4
Brice Matthews,HOU,190,36.1,9.6,105.1,111.1,31.7,58.3,26.7,24.6,73.7,49.5,65.4,41.8
Paul DeJong,NYY,10,42.9,11.1,108.8,111.2,31.6,53.8,22.2,17.6,80.0,52.8,78.9,14.3
Petey Halpin,CLE,35,14.3,33.3,101.7,107.3,31.6,53.8,22.2,31.9,81.1,50.0,76.8,36.4
Jung Hoo Lee,SF,275,8.4,15.7,100.8,107.6,31.6,57.9,26.3,29.7,95.7,50.3,63.9,11.1
Joe Mack,MIA,112,29.2,16.7,103.5,106.7,31.6,55.5,23.9,26.0,84.7,50.9,68.2,28.3
J.C. Escarra,NYY,92,19.5,12.5,104.5,112.2,31.6,59.8,28.2,24.9,85.0,47.7,66.9,47.7
Nick Allen,HOU,76,9.5,19.3,101.1,105.8,31.5,56.7,25.2,25.6,81.6,52.3,67.1,34.8
Nasim Nuñez,WSH,253,7.1,12.3,99.4,105.8,31.4,56.7,25.3,24.8,83.5,49.8,68.6,25.0
Otto Kemp,PHI,35,5.0,40.9,92.3,101.5,31.4,57.4,26.0,34.9,85.4,44.7,71.6,42.1
Nick Gonzales,PIT,288,20.4,16.1,102.4,109.7,31.4,53.0,21.7,31.9,85.0,49.2,76.8,27.4
Brandon Lockridge,MIL,102,26.7,9.5,104.6,110.4,31.3,59.2,27.8,30.2,82.9,50.1,59.7,27.9
Wyatt Langford,TEX,139,28.4,20.8,104.7,111.3,31.2,56.8,25.6,26.3,86.0,50.6,66.2,25.0
Alejandro Kirk,TOR,46,23.8,11.4,104.5,105.8,31.2,57.7,26.4,37.6,92.3,46.6,64.2,29.7
Hao-Yu  Lee,DET,99,24.1,29.4,103.2,110.6,31.2,55.8,24.6,29.9,82.2,50.1,67.4,34.8
Harrison Bader,SF,111,25.0,15.1,103.1,109.3,31.1,55.6,24.5,38.7,80.9,48.5,69.1,45.5
Miguel Andujar,SD,207,26.0,9.2,105.5,109.0,31.0,54.0,23.0,40.2,89.9,48.1,69.2,27.8
Zach Dezenzo,HOU,51,44.4,21.4,101.4,106.0,31.0,62.1,31.1,29.1,81.0,50.2,55.8,40.5
Colby Thomas,ATH,70,41.2,12.5,106.6,108.7,31.0,51.8,20.7,40.6,88.8,46.4,79.0,35.0
Travis d'Arnaud,LAA,44,30.0,27.6,102.6,104.2,31.0,54.7,23.7,31.1,78.9,52.6,69.5,34.2
Bryan Torres,STL,48,4.8,8.6,99.7,104.4,30.9,59.3,28.4,31.9,87.0,49.5,58.7,27.3
Matt Vierling,DET,208,22.6,19.6,102.9,106.9,30.9,58.4,27.5,29.7,89.5,51.1,63.0,13.4
Ty France,SD,163,39.7,14.5,105.8,109.6,30.8,52.6,21.7,33.6,82.7,50.1,72.4,26.0
Ezequiel Duran,TEX,239,29.4,15.8,104.4,111.5,30.8,57.0,26.2,36.4,84.6,47.4,65.1,31.8
Bryson Stott,PHI,264,26.8,13.5,103.3,111.9,30.7,61.6,30.9,32.8,90.9,49.5,54.9,16.3
Jesús Sánchez,TOR,222,39.6,14.8,106.4,112.3,30.7,53.6,23.0,39.8,84.2,47.5,72.9,24.5
Blaze Alexander,BAL,184,29.8,16.0,103.3,112.9,30.6,49.7,19.1,30.8,81.9,49.9,81.7,33.1
Nathan Lukes,TOR,144,13.5,17.4,100.9,107.5,30.4,57.7,27.3,38.0,84.8,47.3,64.5,16.5
Lenyn Sosa,TOR,124,18.3,25.0,103.8,107.7,30.4,56.7,26.2,50.2,88.9,41.9,64.9,23.1
Colt Emerson,SEA,91,15.4,21.4,101.7,104.6,30.4,55.7,25.3,32.8,79.8,49.1,68.6,37.5
Pedro Ramírez,CHC,40,40.9,5.9,104.4,108.2,30.3,58.8,28.6,24.6,92.9,52.0,63.6,15.4
Angel Martínez,CLE,254,29.0,12.4,105.2,111.3,30.3,56.5,26.2,43.3,90.1,46.7,66.5,21.5
Nick Schnell,SD,7,50.0,50.0,102.9,105.8,30.3,58.8,28.6,40.0,28.6,44.4,58.3,71.4
Mookie Betts,LAD,185,11.2,17.4,101.4,108.1,30.3,60.1,29.8,20.1,94.1,51.9,59.7,22.3
Brandon Marsh,PHI,274,27.3,17.3,104.1,110.1,30.2,53.6,23.4,36.7,87.6,48.1,70.5,30.5
Ceddanne Rafaela,BOS,281,19.4,18.6,101.2,108.6,30.1,54.7,24.6,39.2,84.8,47.2,67.5,31.0
Andruw Monasterio,BOS,127,15.6,21.3,101.3,107.5,30.1,56.0,25.9,26.5,87.6,52.9,65.2,21.4
Randal Grichuk,CWS,109,33.9,21.2,107.5,111.9,30.1,58.3,28.2,32.5,87.4,49.1,64.8,34.6
Max Anderson,DET,4,50.0,0.0,102.5,105.5,30.0,50.0,20.0,60.0,66.7,28.6,75.0,33.3
Sebastián Rivero,LAA,64,14.3,19.1,101.1,106.3,30.0,51.8,21.8,42.0,88.6,46.1,74.6,26.2
Joan Delgado,CHC,3,0.0,0.0,94.4,98.3,30.0,50.0,20.0,42.9,50.0,41.7,80.0,100.0
Francisco Acuna,SD,3,100.0,0.0,105.6,105.6,30.0,80.0,50.0,0.0,100.0,60.0,33.3,0.0
Jacob Young,WSH,251,28.2,17.8,103.9,110.1,30.0,60.3,30.2,26.7,87.3,51.3,58.4,29.1
Edwin Arroyo,CIN,44,10.0,13.8,99.5,102.2,29.9,46.6,16.7,39.5,94.1,48.8,82.9,24.2
Hyeseong Kim,LAD,135,4.8,13.3,99.4,103.9,29.8,56.1,26.2,29.5,87.8,51.1,65.2,32.8
Jacob Wilson,ATH,196,10.9,14.5,99.4,105.4,29.7,51.5,21.8,41.2,92.2,49.4,73.2,14.3
Tristan Gray,MIN,149,29.4,14.9,105.2,111.3,29.6,53.0,23.4,38.3,79.6,47.3,73.8,45.0
Daniel Susac,SF,107,12.5,18.2,101.5,104.7,29.6,53.3,23.7,40.8,88.6,47.5,72.5,34.3
Ronny Mauricio,NYM,32,33.3,5.0,107.5,111.3,29.5,50.0,20.5,53.6,87.8,43.4,77.4,35.4
Michael Harris II,ATL,269,51.2,11.3,109.3,114.9,29.5,54.5,25.1,44.5,91.7,45.0,69.3,32.6
Ha-Seong Kim,ATL,66,8.3,17.1,99.2,108.1,29.5,59.3,29.9,25.9,92.9,50.5,60.9,23.8
Jordan Nwogu,CHC,4,50.0,0.0,110.2,111.2,29.5,54.5,25.0,12.5,100.0,42.9,83.3,100.0
Starling Marte,KC,91,37.1,12.1,107.4,109.2,29.4,54.1,24.7,32.3,80.0,51.7,66.9,33.3
Zach Cole,HOU,59,36.4,6.1,107.2,113.9,29.4,59.1,29.7,27.2,65.8,49.6,61.8,47.3
Jace LaViolette,CLE,5,66.7,0.0,110.0,110.8,29.4,64.7,35.3,9.1,100.0,54.2,46.2,0.0
Deyvison De Los Santos,MIA,7,50.0,0.0,102.2,106.2,29.2,62.5,33.3,57.1,100.0,38.2,53.8,33.3
Keibert Ruiz,WSH,163,15.6,10.8,101.7,106.3,29.1,55.9,26.8,36.3,93.6,51.3,63.4,17.7
Elias Díaz,TEX,41,34.8,15.6,104.6,110.0,29.1,51.1,22.0,40.8,79.6,47.2,79.4,30.8
Javier Báez,DET,91,22.7,7.4,101.8,104.2,28.9,54.1,25.2,49.7,84.8,40.7,74.2,33.3
Caleb Durbin,BOS,239,12.4,10.2,100.2,107.7,28.9,58.5,29.6,27.4,90.5,51.3,62.6,25.5
Spencer Bramwell,MIA,2,0.0,0.0,96.4,96.4,28.8,45.5,16.7,25.0,83.3,42.9,100.0,
Alan Roden,MIN,4,0.0,33.3,95.1,95.4,28.8,45.5,16.7,37.5,100.0,46.7,85.7,50.0
Nicky Lopez,TEX,60,4.0,11.1,98.5,101.7,28.7,55.1,26.5,37.6,87.3,52.1,64.5,21.6
Ernie Clement,TOR,303,5.5,15.8,99.4,109.7,28.7,52.1,23.4,46.0,93.4,48.7,72.0,22.3
Tyler Black,MIL,28,18.2,20.0,96.2,99.5,28.7,53.1,24.4,32.0,83.3,48.5,76.6,23.5
Nate Eaton,BOS,10,0.0,0.0,98.4,98.4,28.7,56.5,27.8,50.0,78.6,42.2,73.7,50.0
Ralphy Velazquez,CLE,3,50.0,66.7,105.2,105.7,28.6,28.6,0.0,100.0,100.0,77.8,71.4,0.0
Ryan Waldschmidt,AZ,127,16.9,15.8,102.4,107.8,28.6,58.9,30.3,23.7,83.9,52.5,61.5,43.8
Michael Helman,TEX,41,8.7,29.0,93.9,104.6,28.5,48.9,20.4,45.1,79.2,47.0,76.2,25.6
Brandon Nimmo,TEX,315,40.5,13.7,105.3,110.2,28.5,54.3,25.8,27.5,87.8,52.2,68.9,21.9
Charles McAdoo,TOR,25,7.1,31.6,99.0,107.7,28.3,51.6,23.3,28.9,89.5,58.7,70.4,36.4
Michael Massey,KC,171,27.0,12.5,102.9,108.4,28.2,55.2,27.0,39.0,87.4,48.9,66.7,27.8
CJ Kayfus,CLE,36,31.6,21.7,103.5,106.6,28.1,50.9,22.9,31.2,80.0,46.7,78.6,59.3
Alejandro Osuna,TEX,126,16.3,12.5,101.9,108.3,28.1,54.2,26.1,30.4,90.4,50.5,66.1,20.2
Bryan Ramos,BAL,6,0.0,25.0,94.2,94.4,27.9,52.9,25.0,30.0,100.0,54.5,58.3,0.0
Caden Kendle,MIN,3,50.0,0.0,95.8,99.7,27.9,52.9,25.0,10.0,87.5,52.4,72.7,25.0
Carlos Narváez,BOS,142,26.3,17.4,103.8,110.6,27.8,53.3,25.4,35.1,85.1,49.7,68.9,33.8
Ali Sánchez,NYY,16,28.6,11.1,102.8,106.6,27.7,55.3,27.6,28.0,63.2,54.5,63.3,45.5
Sam Haggerty,TEX,53,0.0,21.2,95.6,105.5,27.7,51.9,24.2,31.9,81.9,52.6,71.3,45.8
Javier Sanoja,MIA,184,10.2,9.3,101.9,106.2,27.7,54.8,27.1,44.0,93.0,47.9,62.6,15.5
Josh Lowe,LAA,147,27.9,17.7,104.3,109.4,27.5,51.4,23.8,37.8,81.3,49.9,72.3,32.2
Andrés Giménez,TOR,258,9.6,19.4,100.5,108.9,27.4,51.9,24.6,42.4,82.9,47.4,72.7,28.3
Patrick Wisdom,SEA,44,52.6,39.1,105.5,109.3,27.4,49.1,21.7,39.7,72.6,51.9,73.8,48.3
Anthony Seigler,BOS,4,50.0,50.0,94.5,96.0,27.3,63.6,36.4,36.4,100.0,38.9,42.9,50.0
Carter Trice,CHC,4,100.0,100.0,96.9,96.9,27.3,63.6,36.4,0.0,50.0,66.7,40.0,
Santiago Espinal,LAD,69,9.8,15.3,100.3,104.3,27.3,55.0,27.7,33.9,90.6,50.8,64.9,10.9
Jerar Encarnacion,SF,39,29.4,17.2,103.9,112.3,27.3,57.4,30.1,43.5,96.3,48.0,63.5,19.2
Zach McKinstry,DET,173,6.2,21.3,99.7,106.0,27.2,53.8,26.7,28.5,93.2,52.6,66.9,19.4
Alex Madera,CHC,3,,0.0,100.5,102.5,27.0,55.6,28.6,16.7,75.0,50.0,66.7,0.0
Dairon Blanco,TEX,3,0.0,100.0,91.7,91.7,27.0,55.6,28.6,16.7,60.0,53.8,71.4,0.0
Ildemaro Vargas,AZ,259,16.4,10.6,102.8,111.0,27.0,56.9,29.9,39.6,91.8,47.8,62.9,19.1
Juan Benjamin,CLE,4,0.0,0.0,106.5,108.8,27.0,55.6,28.6,25.0,100.0,38.5,80.0,
Bryce Arnold,CLE,2,,,,,27.0,55.6,28.6,16.7,40.0,53.8,71.4,50.0
Chandler Simpson,TB,284,0.8,15.1,96.8,106.3,26.9,57.2,30.3,30.6,93.3,51.7,62.0,16.6
Mike Boeve,MIL,3,0.0,50.0,96.0,96.1,26.7,66.7,40.0,42.9,100.0,53.3,25.0,20.0
Payton Henry,NYY,6,100.0,16.7,105.6,107.1,26.7,60.0,33.3,28.6,80.0,56.2,55.6,0.0
Jake Mangum,PIT,176,9.3,9.8,98.3,104.5,26.5,51.5,25.1,47.6,85.0,46.3,71.6,15.2
César Prieto,STL,17,25.0,28.6,102.3,108.9,26.4,54.2,27.8,38.9,100.0,57.1,70.8,41.7
Tyrone Taylor,NYM,111,18.2,13.8,100.7,107.6,26.4,52.8,26.4,39.3,88.1,50.3,68.2,28.0
Collin Price,HOU,13,16.7,16.7,101.1,104.2,26.3,55.9,29.6,32.1,70.6,47.2,68.0,62.5
Justin Crawford,PHI,230,16.7,12.8,101.6,109.2,26.3,53.0,26.7,38.6,86.3,49.1,68.2,19.8
Jeremiah Jackson,BAL,187,33.0,14.6,106.5,110.9,26.3,47.2,20.9,37.4,84.9,52.1,79.0,35.1
Jose Miranda,SD,7,0.0,0.0,101.8,102.6,26.1,53.3,27.3,38.5,100.0,45.8,72.7,42.9
Gabriel Rincones Jr.,PHI,14,20.0,18.2,102.3,105.1,26.1,39.4,13.3,54.2,87.0,52.9,85.2,40.0
Brett Sullivan,COL,116,7.5,13.8,100.7,108.1,25.9,51.4,25.5,36.0,87.7,52.1,70.1,23.2
Cavan Biggio,HOU,8,0.0,0.0,93.1,94.6,25.5,61.5,36.0,20.0,90.0,48.7,52.6,25.0
Ryan Ritter,COL,18,25.0,9.1,104.6,106.3,25.3,51.0,25.7,25.7,82.1,51.4,75.7,45.5
Kevin Alcántara,CHC,19,16.7,18.2,95.9,99.0,25.3,61.9,36.6,37.5,68.8,44.4,50.0,69.2
Edmundo Sosa,PHI,127,32.2,14.1,105.7,111.6,25.1,50.5,25.4,53.3,87.7,43.0,70.5,31.3
Mike Sirota,LAD,2,,0.0,108.0,108.0,25.0,100.0,75.0,0.0,100.0,83.3,40.0,0.0
Breyson Guedez,ATH,2,,0.0,104.4,104.4,25.0,25.0,0.0,0.0,50.0,80.0,100.0,0.0
Brady O'Brien,SEA,2,,0.0,109.5,110.1,25.0,25.0,0.0,,66.7,100.0,75.0,0.0
Tomás Nido,DET,4,50.0,25.0,98.5,101.1,25.0,25.0,0.0,100.0,100.0,66.7,75.0,
DJ Gladney,NYY,1,,,,,25.0,50.0,25.0,0.0,66.7,57.1,75.0,50.0
Jean Walters,AZ,2,50.0,0.0,102.4,103.9,25.0,25.0,0.0,50.0,66.7,60.0,100.0,0.0
Duke Ellis,NYY,3,0.0,0.0,95.0,96.6,25.0,50.0,25.0,40.0,66.7,44.4,75.0,50.0
Bryant Betancourt,COL,2,100.0,0.0,100.3,101.0,25.0,25.0,0.0,0.0,100.0,75.0,100.0,0.0
Robert Moore,PHI,1,,,,,25.0,50.0,25.0,25.0,50.0,42.9,66.7,0.0
Druw Jones,AZ,3,100.0,0.0,104.9,104.9,25.0,50.0,25.0,40.0,100.0,44.4,75.0,100.0
Tyler Heineman,TOR,91,2.6,7.6,97.2,103.0,24.9,51.0,26.1,45.9,83.5,48.3,68.6,30.3
Bryan De La Cruz,PHI,9,57.1,44.4,102.4,106.6,24.9,56.5,31.6,25.0,100.0,63.6,52.4,0.0
Jared Oliva,SF,11,33.3,11.1,103.2,105.4,24.9,56.5,31.6,31.6,85.7,51.3,70.0,60.0
John Cruz,MIA,2,,0.0,88.6,88.6,24.4,44.4,20.0,50.0,80.0,53.8,71.4,40.0
Blake Dunn,CIN,125,19.6,10.6,105.5,108.9,24.3,55.9,31.6,28.8,87.1,51.3,62.8,31.9
Christopher Morel,MIA,78,25.8,14.0,106.6,109.4,24.2,54.0,29.9,34.3,76.3,49.1,68.9,45.3
Ryan Ward,LAD,46,15.0,17.9,106.0,108.4,24.2,52.0,27.8,32.3,80.6,47.6,74.4,8.1
Jay Beshears,MIA,3,0.0,0.0,96.0,98.4,23.8,57.1,33.3,40.0,75.0,58.3,57.1,66.7
Nathan Church,STL,194,15.7,15.1,102.1,110.1,23.8,51.1,27.2,44.9,78.9,46.9,69.5,27.3
Andrew Knizner,SEA,4,0.0,33.3,89.6,93.8,23.8,66.7,42.9,40.0,100.0,58.3,42.9,0.0
Hayden Senger,NYM,20,60.0,15.4,99.9,102.8,23.4,46.5,23.1,47.1,82.6,47.7,74.2,11.1
Luis Arraez,SF,322,1.4,19.0,97.1,101.1,23.4,52.6,29.1,33.5,93.4,52.8,66.4,9.3
Nick Madrigal,LAA,48,4.3,21.1,99.0,101.9,23.3,50.8,27.5,32.6,95.5,52.2,68.0,13.3
Reese McGuire,CWS,41,5.0,15.4,95.8,100.9,23.0,51.1,28.1,36.2,89.4,56.1,63.5,16.1
Alika Williams,ATH,54,11.5,14.3,101.3,106.0,22.7,54.5,31.8,33.6,90.0,49.8,66.0,40.0
Kyle Farmer,ATL,25,0.0,11.8,96.3,100.1,22.3,57.1,34.9,44.7,76.9,47.8,60.5,16.7
Christian Franklin,WSH,6,,0.0,108.4,109.6,22.1,42.1,20.0,38.5,80.0,48.0,83.3,28.6
LuJames Groover,AZ,34,20.0,25.0,102.5,104.2,22.1,54.0,31.9,25.4,95.7,54.6,64.8,23.3
Tommy Pham,NYM,14,50.0,50.0,104.8,106.0,22.0,58.3,36.4,31.0,83.3,51.7,58.1,33.3
Oliver Dunn,TB,12,0.0,12.5,101.4,101.6,21.8,53.6,31.8,28.6,71.4,50.0,66.7,20.0
